SMILES,is_stoned
Cc1c(-c2cc(CN3CCC(NC(=O)Nc4ccc(F)cc4)C3)on2)cnn1C,False
O=C(Nc1ccc(-c2ccccn2)cn1)c1ccc(S(=O)(=O)NC2CC2)cc1,False
O=C1CCc2cc(C(=O)Nc3ccc4c(c3)COC4)c(F)cc2N1,False
Cc1nc(C)c(C(=O)Nc2ccc(S(=O)(=O)N3CC4CC5CC4C3C5O)cc2)o1,False
Cc1nc(COc2ccc(C(=O)N3CCNC(=O)CC3c3ccccc3)cc2)no1,False
Cc1ccc(Nc2cccc(C(=O)N3CCOc4ccc(F)cc43)c2)nn1,False
O=C(Cc1noc(C2CC(=O)N(Cc3ccccc3)C2)n1)NCCc1ccccc1,False
Cc1ccc(F)c(S(=O)(=O)N2CCC(Oc3cccnc3N3CCCC3)C2)c1,False
Cc1cc(S(=O)(=O)N2CCNC(=O)C2c2ccccc2)c2ncccc2c1,False
Cc1nc(Cc2noc(C3CCN(C(=O)c4ccc(F)cc4F)CC3)n2)no1,False
COc1ccc2cccc(CC(=O)Nc3cccc(-c4n[nH]c(C)n4)c3)c2c1,False
O=C(Nc1cnn(-c2ncccn2)c1)C1CC2CCCCC2N1c1ncccn1,False
CC1CN(C(=O)Cc2cccc(OCc3cccnc3)c2)c2ccc(F)cc2O1,False
CC(=O)Nc1cc(C(=O)NCC2(c3cccc(Cl)c3)CC2)ccc1F,False
Cc1nccc(CCC(=O)Nc2n[nH]c3c2c(-c2ccccc2)nn3C)n1,False
CC1(C)C(=O)Nc2ccc(C(=O)N3CCCC(c4nc(=O)[nH][nH]4)C3)cc21,False
Cc1nc(-c2cccc(NC(=O)c3ccccc3N3CCOCC3)c2)n[nH]1,False
CC1(C(=O)NCc2nc3cc(F)ccc3[nH]2)CCc2ccccc2C1,False
O=C(NC[C@@H]1CCO[C@H]1c1ccccc1)c1cc(-c2ccc(F)cc2)[nH]n1,False
O=C(Nc1cccc(CNc2nc(-c3ccncc3)nc3ccccc23)c1)C1CC1,False
O=C(NCCc1cccc2ccccc12)c1cnc2[nH]cnc2c1,False
Cc1cc(F)ccc1NC(=O)[C@H]1CCO[C@@H]1c1ccnn1Cc1ccccc1,False
O=C1CCc2cc(S(=O)(=O)Nc3cccc4cc[nH]c34)c(F)cc2N1,False
Cc1nc(-c2cccc(NC(=O)c3ccc(CN4C(=O)CCC4=O)cc3)c2)n[nH]1,False
O=C(Nc1cnn(-c2cccc(C(F)(F)F)c2)c1)c1occ2c1CCOC2,False
O=C(NCc1cccc(=O)[nH]1)c1ccc2c(c1)CC(c1ccccc1)OC2=O,False
Cc1ccccc1C1(F)CCN(C(=O)c2ccc3[nH]c(=O)n(C)c3c2)C1,False
CC(C)n1nc(-c2ccco2)cc1NC(=O)c1cccc(Nc2ncccn2)c1,False
O=c1nc(C2CCN(c3ncnc4c3oc3ccccc34)CC2)[nH][nH]1,False
Cc1cc(F)ccc1C(=O)NC1CC2CCC(C1)N2Cc1ccc(C#N)cc1,False
O=C(Cn1[nH]cc2c(=O)ncnc1-2)NC(CCCc1ccccc1)c1ccccc1,False
O=C(c1cnc2[nH]cnc2c1)N(CCc1ccccc1)Cc1ccccc1,False
CC1(NC(=O)c2c[nH]c(=O)c3ccccc23)CCOc2ccccc21,False
Cc1cnn(C2CCCc3ccccc32)c1NC(=O)Cc1ccc(Cl)cn1,False
O=c1ccc2cc(S(=O)(=O)N3CCCC3Cc3ccccc3)ccc2[nH]1,False
O=C(Cn1nnc2ccccc21)NCc1ccc(Oc2cccnc2)c(F)c1,False
Cn1c(C(=O)N2C[C@H]3COC[C@@]3(c3nnc(N)o3)C2)cc2ccccc21,False
O=C(Nc1ccccc1-c1noc(-c2ncccc2F)n1)c1ccccn1,False
O=c1[nH]c2ccc(S(=O)(=O)N3CC4(CCCC4)c4ccccc43)cc2o1,False
O=c1[nH]c(=O)c2cc(S(=O)(=O)N3CCc4ccc(C(F)(F)F)cc4C3)ccc2[nH]1,False
O=C(Nc1cc2n(n1)CCCC2)c1ccc2ccccc2n1,False
Cc1c(C(=O)N2CCn3c(nnc3C(F)(F)F)C2)oc2c1ccc1ccccc12,False
CC1Oc2ccc(NC(=O)c3cc(C4CC4)nn3-c3ccccc3)cc2NC1=O,False
Cc1nnnn1-c1ccc(F)c(NS(=O)(=O)c2ccccc2C(F)(F)F)c1,False
O=C(Nc1ccccc1C(=O)NCCc1c[nH]c2ccccc12)c1ccccc1,False
O=C(NCc1cnn(Cc2ccccc2)c1)C1Cc2cc(F)ccc2O1,False
CCn1nc(C(=O)NC2CC(=O)N(Cc3ccccc3C(F)(F)F)C2)ccc1=O,False
O=C(Nc1nc2c(s1)COCC2)N1Cc2ccccc2C2(CCC2)C1,False
O=C(NC1(c2noc(-c3cnc4c(F)cccc4c3)n2)CCCC1)c1ccccc1,False
O=C1NC(=O)c2cc(C(=O)N3CCC(c4nc(-c5ccccc5)n[nH]4)CC3)ccc21,False
NC(=O)c1cccc(NC(=O)C2(c3ccc(F)cc3F)CCC2)c1,False
Cc1noc(C2CCN(Cc3c[nH]nc3-c3c(F)cccc3F)C2)n1,False
O=C(Nc1cccc2c1CN(C1CC1)C2)c1n[nH]c2ccccc2c1=O,False
O=C(NCc1ccc(-c2ccc(O)cc2)cc1)c1ccc2nncn2c1,False
O=C(CCc1nc(-c2ccccn2)no1)Nc1ccc2c(c1)CCCC(=O)N2,False
Cc1noc(C2CC2)c1NC(=O)N1C2C=C(c3ccccc3)CC1CC2,False
Cc1ccc2cc(C(=O)N3CCS(=O)(=O)C4(CCCCC4)C3)ccc2n1,False
O=C1NCc2ccc(NCc3ncnn3-c3ccccc3)cc21,False
O=C(CN1C(=O)C2CCCCC2C1=O)Nc1ccccc1-c1nc2ccccc2[nH]1,False
Cc1c(C(=O)Nc2ccc(Oc3cccc(C#N)c3)nc2)cnn1-c1ccccn1,False
CC(c1cccc(C(F)(F)F)c1)N(C)S(=O)(=O)c1ccc2[nH]c(=O)[nH]c(=O)c2c1,False
Cc1cccc(-c2cccc(CNC(=O)c3cc(=O)[nH]c(C4CC4)n3)c2)c1,False
O=C(NCc1nnc2ccccn12)c1cccc(CN2CCCC2=O)c1,False
O=C(c1ccc2[nH]nnc2c1)N1CCc2c1cccc2C(F)(F)F,False
O=C([C@@H]1C[C@@H]2CC[C@H]1N2)N1CCC(c2cccc3ccccc23)CC1,False
O=C(NCCc1ccccn1)C1CCN(C(=O)c2nn(Cc3ccccc3)c(=O)c3ccccc23)CC1,False
O=C1CCc2cc(OC(=O)COc3ccc4c(c3)CCC4)ccc2N1,False
O=S(=O)(Nc1nncn1Cc1ccccc1)c1cccc2ccccc12,False
Cc1ccc(C2CCCCCN2C(=O)c2n[nH]c3ccccc3c2=O)o1,False
Cc1nnnn1-c1cccc(NC(=O)c2ccccc2Cn2cncn2)c1,False
NC(=O)Cc1cccc2c1CCN(C(=O)CCn1nnc3ccccc3c1=O)C2,False
Cc1ccnc(NC(=O)c2c[nH]nc2-c2ccc3c(c2)OCCO3)c1,False
O=S(=O)(Cc1noc2ccccc12)N1CCc2ccccc2[C@@H]1c1ccccc1,False
Cc1ccc(C)c(-n2ncc(NC(=O)c3ccc(F)cc3C(F)(F)F)c2C)c1,False
Cc1ccc(C)c(-n2ncc(NC(c3ccccn3)c3ncc[nH]3)c2C)c1,False
O=C(c1ccc(NS(=O)(=O)c2ccc(F)cc2)cc1)N1CCCC1c1cccnc1,False
O=C1CCCN1c1cccc(CNc2nc(C(F)F)nc3ccccc23)c1,False
O=C(Cc1n[nH]c(=O)c2ccccc12)N1CCCC1Cc1cccc(F)c1,False
CC(NCc1ccc(OCc2c(F)cccc2Cl)cc1)c1nnc2n1CCCCC2.Cl,False
CC1(C)C[C@@]2(C[C@@H]2C(=O)NCc2nccs2)c2ccccc2O1,False
O=C(NCc1cccc(-c2cccnc2)c1)NC1CCC2(CC1)CC2(F)F,False
O=C(Nc1cccc(-c2ccncc2)c1)c1cccc(C2CCCOC2)c1,False
O=C(c1ccc2[nH]cnc2c1)N1CCC[C@H]1Cn1cc(C2CC2)nn1,False
CC(=O)Nc1ccc(F)c(C(=O)Nc2cccc(-c3ncc[nH]3)c2)c1,False
O=C(NC1CCCC1)c1ccc(N2Cc3ccccc3C3(CC3)C2)nn1,False
O=C(NCC(c1ccccc1Cl)N1CCCC1)c1cc2ccccc2c(=O)[nH]1,False
O=C1Cc2ccc(CC(=O)N3CC4(CC4)Oc4ccccc43)cc2N1,False
O=C(NCCC1CN(c2ncnc3[nH]ncc23)c2ccccc21)[C@H]1[C@@H]2C[C@H]1CN2,False
O=C(Nc1c[nH]nc1-c1ccccc1F)c1ccc2[nH]ccc2c1,False
CCC1C(=O)NCCN1C(=O)c1cccc(-c2cnc3[nH]c(=O)n(C)c3c2)c1,False
CC1(C)C(=O)Nc2ccc(C(=O)Nc3ccc(Nc4ccncc4)cc3)cc21,False
CC1(C)CC(NC(=O)c2c[nH]c(=O)c3ccccc23)c2ccc(F)cc2O1,False
CC1C(c2ccccc2)c2ccccc2CCN1C(=O)Cn1ncn(C)c1=O,False
O=C(O)C(CNC(=O)C1C2Cc3ccccc3C21)Cc1ccc2ccccc2c1,False
Cc1ccc(C(CNC(=O)c2nn(Cc3ccccc3)c(=O)c3ccccc23)C(=O)O)cc1,False
O=C(NCc1ccc(-c2nnn[nH]2)cc1)C1CCCCN1C(=O)c1ccccc1,False
Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3cc4ccccc4o3)cc2)c1C,False
O=C(c1cnn2cccnc12)N1CCCC2(C1)OCc1ccccc12,False
Cc1cc(F)cc(C(=O)Nc2ccc(C(=O)N3CCC(C(=O)O)CC3)cc2)c1,False
Fc1cc(F)cc(OC2CCN(c3ncnc4c3ncn4C3CC3)C2)c1,False
Cc1nc(-c2cccc(NC(=O)c3ccnc(-n4cncn4)c3)c2)n[nH]1,False
O=C(c1cc(-c2ccccc2Cl)[nH]n1)N1CCCC1c1nc(-c2ccccc2)n[nH]1,False
Cc1ccc(-n2cc(C(=O)N3CC4CCCN4Cc4ccccc43)nn2)cc1,False
CC1(C)CN(C(=O)c2ccc(C#N)[nH]2)C1c1nccn1Cc1ccccc1,False
Cc1cc2ncc(C(=O)N3CC(Cc4ccc(F)c(F)c4)C3)c(C)n2n1,False
O=C(CCc1nc(-c2ccccn2)no1)Nc1cccc2c1CN(CC(F)(F)F)C2,False
O=C(NCc1cccc(Cn2ccnc2)c1)[C@H]1C[C@@]12CCOc1ccc(F)cc12,False
O=C(Cc1ccccc1)NCC(=O)Nc1cccc(C(=O)Nc2ccccn2)c1,False
O=C1COCC(CC2CN(C(=O)c3c[nH]c(=O)c4ccccc34)c3ccccc32)N1,False
O=C(Cc1cccc(F)c1)Nc1cccc(-c2noc(C3CC3)n2)c1,False
NC(=O)c1ccn(-c2ccc(NC(=O)C3C4CC5CC(C4)CC3C5)cc2)n1,False
Cc1cc(NC(=O)c2cccc(F)c2)sc1C(=O)N1CCOc2ccccc2C1,False
CC(=O)N1CCc2cc(C(=O)Nc3ccc4nc(N(C)C)ccc4c3)ccc21,False
O=C(Cc1cc2ccccc2[nH]c1=O)Nc1cccc(N2CCCCCC2)c1,False
O=C(Nc1ccc(-c2noc(=O)[nH]2)cc1)C1CC(=O)N(c2ccc(F)cc2F)C1,False
O=C1CN(c2ccc(NC(=O)c3ccc4ccccc4n3)cn2)CCN1,False
CCc1nc2cc(NC(=O)c3c[nH]c4ccccc4c3=O)ccc2o1,False
Cn1c(-c2nc(-c3ccc(=O)[nH]c3)no2)cc2ccccc2c1=O,False
Cc1onc(-c2ccncc2)c1C(=O)N1CC2CCCCN2c2ccccc21,False
Cn1nc(CC(=O)Nc2ccc3c(c2)OC(F)(F)O3)c2ccccc2c1=O,False
Cn1nccc1C1=CC2CCC(C1)N2c1ccc2nnc(C(C)(C)C)n2n1,False
O=C(NCCc1nnc2n1CCCC2)c1ccccc1NCc1cccnc1,False
Cc1nc(-c2cccc(NC(=O)c3cc(S(C)(=O)=O)ccc3C)c2)n[nH]1,False
O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(-n2ccnn2)c1,False
Cc1cc(C(=O)N2CCc3c(cccc3C(N)=O)C2)c2ccccc2n1,False
O=C(c1cc2ccccc2c(=O)o1)N(CC(F)(F)F)c1ccccc1,False
Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3oc4ccccc4c3C)cc2)c1C,False
O=C(Nc1ccc2c[nH]nc2c1)c1cccc2cc[nH]c12,False
O=C(NCc1cc2c(cc1OC(F)F)OCO2)N[C@@H]1C[C@H]1c1cccc(F)c1,False
NC(=O)NC(CC(=O)N1CC=C(c2c[nH]c3ccccc23)CC1)c1ccccc1Cl,False
O=c1nc(C2CCCN(Cc3cc(F)cc4cccnc34)C2)[nH][nH]1,False
O=C(c1cc(Cn2cccn2)on1)N1CC(c2ccccc2)c2ccccc21,False
O=C(c1n[nH]c(=O)c2ccccc12)N1CCCc2cc(OC(F)F)ccc21,False
Cc1cc(Oc2ccc(NC(=O)CCn3ncc(=O)c4ccccc43)cc2)n[nH]1,False
O=C(NCC1(O)C2C3CC4C5C3CC2C5C41)c1cc(F)c(O)c(F)c1,False
CC1(C(=O)Nc2ccc(C(=O)N3CCOCC3)c(F)c2)CCCc2ccccc21,False
Cc1nnc(-c2ccc(C(=O)N3CC4(CC4)c4ccccc43)cc2)[nH]1,False
CC(NC(=O)c1n[nH]c2ccccc2c1=O)c1cccc(N2CCCC2)c1,False
O=C(Nc1cccc(C(=O)N2CCCCC2)c1)c1ccnc(C2CC2)c1,False
Cc1nnc(-c2cccc(C(=O)Nc3nc4c(s3)COCC4)c2)o1,False
Cc1nc(-c2ccc3c(c2)CCN3C(=O)c2n[nH]c(=O)c3ccccc23)cs1,False
NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)c1ccc2c(c1)Cc1ccccc1-2,False
Cc1cc(C)n(-c2ccc(C(=O)Nc3ccccc3OC3CCOC3)cc2F)n1,False
CCS(=O)(=O)c1cccc(CC(=O)N2Cc3ccccc3C3(CC3)C2)c1,False
Cc1noc(-c2ccccc2)c1NC(=O)NC1c2ccccc2CC1O,False
c1nc(N2CCCC(c3nnc4n3CCCCC4)C2)c2[nH]cnc2n1,False
Cc1ccc(Nc2cccc(C(=O)N[C@@H]3CC(Cn4ccnc4)C[C@H]3O)c2)nc1,False
O=C(NCc1nc(C2CCCc3ccccc32)no1)c1cc2ccccc2[nH]1,False
O=c1[nH]c(=O)c2cc(S(=O)(=O)N3CCCCC3c3ccc(F)cc3F)ccc2[nH]1,False
Cc1cc(=O)[nH]cc1C(=O)Nc1ccc(Oc2ccnc3cc(Cl)ccc23)c(F)c1,False
O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)c1cccnc1OCc1ccccc1F,False
CN(c1ccccc1)c1ccc(C(=O)N2CCC3(C2)C(=O)Nc2ccccc23)cn1,False
O=C(Nc1cccc(-c2noc(C3CC3)n2)c1)c1cnn2c1CCCC2,False
O=C(c1cccc(-c2noc(C(F)(F)F)n2)c1)N1CCCC1c1ccc(O)cc1,False
Cc1cc(CNC(=O)N2Cc3ccccc3-c3ccccc3C2)no1,False
O=C(Nc1ccc(-c2noc(=O)[nH]2)cc1)C1(c2ccccc2)CCOCC1,False
O=C(NC(C(=O)O)c1ccc(F)cc1F)c1ccc2ncccc2c1,False
Cc1ccc(NC(=O)C2CCCN(C(=O)C3Cc4ccccc4O3)C2)nc1,False
O=C(Nc1cccc(-c2noc(-c3ncccc3F)n2)c1)c1ccccc1F,False
Cc1nc2ccccc2n1CC1CCCN1C(=O)CCc1cc(F)ccc1F,False
O=C(c1cc2cc(Cl)ccc2[nH]1)N1CCC(c2nc3ccccc3[nH]2)CC1,False
O=C(Nc1c(-c2ccccc2)[nH]c2ccccc12)N1C[C@@H]2[C@@H](CO)[C@@H]2C1,False
O=C(c1ccc2nncn2c1)N1CCOCC1c1ncn(Cc2ccccc2)n1,False
Cc1nnc(C2Cc3ccccc3CN2CC(O)Cc2ccc3ccccc3c2)o1,False
Cc1cc(C)cc(C(=O)N2CCc3nc[nH]c3C2c2cccnc2)c1,False
CC1=C(C(=O)Nc2ccccc2)C(C=Cc2ccccc2)n2ncnc2N1,False
CC1CCCc2ncc(C(=O)NC3CCc4nc(-c5ccc(F)cc5F)cn4C3)n21,False
CC1(C)CC1c1nnc(-c2cccc(S(=O)(=O)N3CCCC3)c2)o1,False
O=C1COc2ccc(CN3CCC(c4nnc5n4CCCC5)CC3)cc2N1,False
CC1(C)C(=O)Nc2cc(C(=O)N3CCOc4cccc(F)c4C3)ccc21,False
Cc1ccc2nc(C(=O)N[C@@H]3CCCC[C@H]3NC(=O)c3cnc(C)cn3)cn2c1,False
CC(=O)N1CCc2ccc(S(=O)(=O)N3CCc4ccccc43)cc2CC1,False
CC1(C)Cc2cccc(CNc3ccc4c(c3)CCCC(=O)N4)c2O1,False
Cc1ccc(C)c(Oc2ccc(CNC(=O)Cn3c(=O)oc4ccccc43)cn2)c1,False
NC(=O)c1c[nH]c(-c2noc(C3CCc4ccccc4CC3)n2)c1,False
NC(=O)c1cccc(Cc2noc(C3(c4cc(F)cc(F)c4)CCCC3)n2)c1,False
O=C(CCN1C[C@H]2CCC[C@@]2(c2nc(-c3cccnc3)no2)C1)Nc1ccccc1,False
O=C(Nc1cccc2cccnc12)c1ccc(-c2ccccn2)[nH]c1=O,False
C[C@H](NC(=O)C1CNC(=O)c2ccccc21)c1cccc(OCc2ccccc2)c1,False
O=C(Nc1ccc(Cl)c(C(=O)NC2CC2)c1)c1noc(-c2cccc(F)c2)n1,False
Cn1cc(C2CCN(C(=O)c3[nH]c4ccccc4c3Cl)C2)c2ccccc21,False
Cc1cccc(C2=CCN(S(=O)(=O)c3ccc(C(F)(F)F)nc3)CC2)c1,False
Cc1n[nH]c2cc(NC(=O)C3CCCCN3C(=O)c3cccnc3)ccc12,False
Cc1cccc(-c2nc3cc(F)ccc3n2C(C)C)c1NC(=O)C(F)F,False
O=C(Nc1cnc2ccccc2c1)c1ccc(-c2ccccc2)[nH]c1=O,False
O=S(=O)(Cc1ccccc1)N1CCC2(CC1)CC2c1nnc(-c2cccc(F)c2)o1,False
O=C(c1c[nH]c(=O)c2ccccc12)N1CCc2cccc(C(F)(F)F)c2C1,False
NC(=O)c1ncn(C2CCN(C(=O)C3CC3c3ccc4ccccc4c3)CC2)c1N,False
Cc1cc(NC(=O)C2CCc3[nH]nnc3C2)nn1-c1cccc(Cl)c1,False
O=C(NC1(c2noc(C(F)(F)F)n2)CCCC1)c1cnnc2ccccc12,False
Cc1ccc(-c2nnc(-c3ccc(C(=O)N4CCCCC4C(=O)O)cc3)o2)cc1,False
CC1(C)C(=O)Nc2ccc(C(=O)N3CCCCC3c3nc(=O)[nH][nH]3)cc21,False
O=C(Nc1cccc(NC(=O)C2CC2)c1)c1ccccc1C(F)(F)F,False
CC1(C)C(=O)Nc2ccc(C(=O)Nc3ccc(-c4c[nH]cn4)cc3)cc21,False
Cc1ccnn1-c1ccc(C(=O)N2CC3(CCC3)c3c(F)cccc32)cc1,False
Cc1cc(-c2noc(CCC(=O)N(C)C3CCCc4c3cnn4C)n2)ccc1F,False
Cc1cc(NC(=O)N2CCCC(c3nc(-c4ccc(Cl)cc4)no3)C2)no1,False
Cc1nc(Cc2noc(-c3ccc(-c4noc(C(F)(F)F)n4)cc3)n2)no1,False
O=C(Nc1n[nH]c(Cc2cccc(F)c2)n1)c1cc(-c2ccc(Cl)cc2)on1,False
O=C(Cc1c[nH]c2cc(F)ccc12)Nc1ccc(-c2nnco2)cc1,False
O=C(N=c1sccn1Cc1ccccc1F)c1cnc2nccnc2c1,False
Cc1ccc(C(=O)NCc2nnnn2C2CC2)cc1NC(=O)c1ccccc1,False
NC(=O)c1cc(NC(=O)c2cccc(Oc3ccccc3)c2)cc(C(N)=O)c1,False
CO[C@@H]1C[C@@H](c2nc(C)n[nH]2)N(C(=O)Cc2c[nH]c3ncccc23)C1,False
Cc1cccc(-c2cccc(C(=O)N3CCCC4(C3)NC(=O)NC4=O)c2)c1,False
O=C(Nc1ccccc1)Nc1ccc(-c2noc(C3CCc4cn[nH]c4C3)n2)cc1,False
CC1(Cn2cc(C(=O)N3CCCC3c3nc(-c4ccccc4)n[nH]3)nn2)COC1,False
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)c1cc2cc(F)ccc2s1,False
Cc1cc(C)cc(-n2nc(NC(=O)C3CCC4(CC3)NC(=O)NC4=O)cc2C)c1,False
O=C(Nc1ccc([C@@H]2C[C@H]2C(=O)O)cc1)c1ccc2c(c1)CCC2,False
Cc1nc(C)n(-c2ccc(C(=O)N3Cc4ccccc4CC3C(=O)O)cc2)n1,False
Cc1n[nH]c2ncc(NC(=O)C(Oc3ccccc3)c3ccccc3)cc12,False
O=C(Nc1cccc(S(=O)(=O)C2CCCC2)c1)c1c[nH]c2ccccc2c1=O,False
O=C(Nc1cccc(-c2nnc[nH]2)c1)c1cccc(Cn2ccnc2)c1,False
CC1CN(C(=O)C2CC2c2ccc3ccccc3c2)c2ccccc2C(=O)N1,False
O=C(NCC1Cc2ccccc21)C(=O)Nc1cccc(-c2ccc3c(c2)CCO3)c1,False
c1ccc(Cc2noc([C@@]34CCC[C@@H]3CN(c3ccccn3)C4)n2)cc1,False
O=C(c1cc(-c2ccccc2C(F)(F)F)on1)N1CC(CO)c2ccccc21,False
O=C(c1cccc(CN2C(=O)c3ccccc3C2=O)c1)N1CCC(c2nc(-c3ccccc3)n[nH]2)CC1,False
NC(=O)c1cc(N2CCCCC2)ccc1NC(=O)C1(Cc2ccccc2)CC1,False
O=C(O)c1cc2cc(CN3CCC(Oc4cccc(F)c4)C3)ccc2o1,False
CN(C)c1ccc2cc(NC(=O)c3ccc4c(c3)CCC(=O)N4C)ccc2n1,False
O=c1cc(CNc2ccc(-c3ccccc3)cc2)nc2ccccn12,False
CC(Nc1cc(C(F)(F)F)nc2ncnn12)c1nc2ccccc2[nH]1,False
CC(NC(=O)c1[nH]c2ccccc2c1Cl)c1ccc2[nH]c(=O)[nH]c2c1,False
O=C(Cc1cc2ccccc2[nH]c1=O)Nc1cc(Cl)ccc1N1CCCCC1,False
CN1CC(C(=O)N(Cc2cccnc2)c2ccc(F)cc2)c2ccccc2C1=O,False
Cc1cc2ncc(C(=O)NC(c3ccc4c(c3)OCCCO4)C(C)C)c(C)n2n1,False
Cc1ccccc1CN(Cc1ccccn1)C(=O)C1Cc2cc(F)ccc2O1,False
Cc1cc(N2C3CCC2CC(NC(=O)c2cc4cc(F)ccc4o2)C3)nc(C)n1,False
Cc1[nH]nc(C(F)F)c1NC(=O)c1cccc(NC(=O)c2ccc(F)cc2)c1,False
Cc1ccc(C(=O)Nc2ccc(Oc3ccnc4ccccc34)cc2)c(=O)[nH]1,False
Cc1c(CNC(=O)c2n[nH]c3ccccc3c2=O)oc2ccccc12,False
Cc1cc(Cl)cc2cc(-c3noc([C@@H]4CCO[C@H]4c4ccnn4C)n3)oc12,False
O=C1Nc2ccc(S(=O)(=O)Nc3ccccc3O)c3cccc1c23,False
Cc1nc(-c2ccc(NC(=O)c3ccoc3C3CC3)cc2Cl)n[nH]1,False
COc1ccccc1C1(CNC(=O)c2cccc(-c3noc(C(F)(F)F)n3)c2)CC1,False
CC(=O)N1CCc2ccc(S(=O)(=O)Nc3ccc4occ(C)c4c3)cc21,False
Cc1cc(CN2CCCC2c2noc(C3CC3)n2)c2ccccc2n1,False
Cn1cc(C(=O)N(Cc2cccc(F)c2)C2CC2)c2ccccc2c1=O,False
Cn1nc(C2CCCCC2)cc1NC(=O)c1n[nH]c2ccccc2c1=O,False
Cc1nc(-c2cccc(C(=O)Nc3cccc(C(=O)N(C)C)c3)c2)n[nH]1,False
Cc1cc(F)ccc1C1C(=O)NCCN1C(=O)c1ccn2ccnc2c1,False
O=C(NC1CCN(c2cccc(Cl)c2)C1=O)c1ccc2[nH]c(=O)[nH]c2n1,False
O=C1CCSc2ccc(C(=O)Nc3cccc(Oc4cnccn4)c3)cc2N1,False
O=C(Nc1ccc2[nH]nnc2c1)c1cccc(OCC(F)(F)F)n1,False
Cc1nc(-c2ccccc2)ccc1C(=O)NCc1nnc2n1CCC2,False
O=C(c1cccc(-n2cnnn2)c1)N1CC2CCCCN2c2ccccc21,False
Cc1nnc(-c2ccc(C(=O)N3CCC4(C3)C(=O)Nc3ccccc34)cc2)[nH]1,False
NC(=O)Nc1cccc(NC(=O)c2cc(-c3ccc4c(c3)CCO4)no2)c1,False
Cc1cc(C(=O)N2CC3CCCN3Cc3ccccc32)c2c(C(C)C)noc2n1,False
NC(=O)N1CCc2ccc(NC(=O)C3(Cc4cccc(F)c4)CCCCC3)cc21,False
O=C1COc2cc(NCc3c[nH]nc3-c3ccccc3F)ccc2N1,False
Cc1nc(-c2cccc(NCc3cn(C)nc3C3CC3)c2)[nH]c1C,False
